Timestamp,Name,CPU,Memory
2024-10-31 03:03:14,samdul-load_balancer-1,0.41%,88.59%
2024-10-31 03:03:14,samdul-blog-1,0.19%,84.69%
2024-10-31 03:03:18,samdul-load_balancer-1,0.45%,88.71%
2024-10-31 03:03:18,samdul-blog-1,0.24%,84.77%
2024-10-31 03:03:22,samdul-load_balancer-1,0.55%,89.04%
2024-10-31 03:03:22,samdul-blog-1,0.33%,84.84%
2024-10-31 03:03:27,samdul-load_balancer-1,0.58%,89.36%
2024-10-31 03:03:27,samdul-blog-1,0.35%,84.92%
2024-10-31 03:03:31,samdul-load_balancer-1,0.67%,90.23%
2024-10-31 03:03:31,samdul-blog-1,0.45%,85.23%
2024-10-31 03:03:35,samdul-load_balancer-1,0.62%,90.57%
2024-10-31 03:03:35,samdul-blog-1,0.40%,85.35%
2024-10-31 03:03:39,samdul-load_balancer-1,0.67%,90.96%
2024-10-31 03:03:39,samdul-blog-1,0.42%,85.55%
2024-10-31 03:03:43,samdul-load_balancer-1,0.78%,91.43%
2024-10-31 03:03:43,samdul-blog-1,0.52%,86.25%
2024-10-31 03:03:47,samdul-load_balancer-1,0.78%,91.82%
2024-10-31 03:03:47,samdul-blog-1,0.52%,86.76%
2024-10-31 03:03:51,samdul-load_balancer-1,0.89%,92.36%
2024-10-31 03:03:51,samdul-blog-1,0.57%,86.84%
2024-10-31 03:03:55,samdul-load_balancer-1,0.96%,92.85%
2024-10-31 03:03:55,samdul-blog-1,0.60%,87.38%
2024-10-31 03:03:59,samdul-load_balancer-1,1.00%,93.38%
2024-10-31 03:03:59,samdul-blog-1,0.62%,87.38%
2024-10-31 03:04:03,samdul-load_balancer-1,0.90%,94.59%
2024-10-31 03:04:03,samdul-blog-1,0.67%,88.40%
2024-10-31 03:04:07,samdul-load_balancer-1,1.01%,95.47%
2024-10-31 03:04:07,samdul-blog-1,0.79%,89.41%
2024-10-31 03:04:11,samdul-load_balancer-1,1.02%,88.81%
2024-10-31 03:04:11,samdul-blog-1,0.79%,90.51%
2024-10-31 03:04:15,samdul-load_balancer-1,0.96%,89.22%
2024-10-31 03:04:15,samdul-blog-1,0.71%,90.66%
2024-10-31 03:04:19,samdul-load_balancer-1,0.95%,89.79%
2024-10-31 03:04:19,samdul-blog-1,0.75%,90.66%
2024-10-31 03:04:23,samdul-load_balancer-1,1.00%,90.57%
2024-10-31 03:04:23,samdul-blog-1,0.87%,92.38%
2024-10-31 03:04:27,samdul-load_balancer-1,1.01%,90.94%
2024-10-31 03:04:27,samdul-blog-1,0.78%,92.70%
2024-10-31 03:04:31,samdul-load_balancer-1,1.01%,91.54%
2024-10-31 03:04:31,samdul-blog-1,0.86%,92.89%
2024-10-31 03:04:35,samdul-load_balancer-1,1.12%,94.96%
2024-10-31 03:04:35,samdul-blog-1,0.91%,99.26%
2024-10-31 03:04:39,samdul-load_balancer-1,1.02%,95.27%
2024-10-31 03:04:39,samdul-blog-1,0.84%,96.68%
2024-10-31 03:04:43,samdul-load_balancer-1,1.00%,86.31%
2024-10-31 03:04:43,samdul-blog-1,0.74%,97.23%
2024-10-31 03:04:47,samdul-load_balancer-1,0.97%,86.76%
2024-10-31 03:04:47,samdul-blog-1,0.75%,97.27%
2024-10-31 03:04:51,samdul-load_balancer-1,0.98%,87.17%
2024-10-31 03:04:51,samdul-blog-1,0.77%,97.85%
2024-10-31 03:04:55,samdul-load_balancer-1,1.05%,88.12%
2024-10-31 03:04:55,samdul-blog-1,0.94%,98.87%
2024-10-31 03:04:59,samdul-load_balancer-1,1.00%,88.61%
2024-10-31 03:04:59,samdul-blog-1,0.74%,99.38%
2024-10-31 03:05:03,samdul-load_balancer-1,0.79%,91.72%
2024-10-31 03:05:03,samdul-blog-1,1.61%,100.04%
2024-10-31 03:05:07,samdul-load_balancer-1,1.03%,92.13%
2024-10-31 03:05:07,samdul-blog-1,1.02%,93.83%
2024-10-31 03:05:11,samdul-load_balancer-1,1.01%,93.12%
2024-10-31 03:05:11,samdul-blog-1,1.00%,88.91%
2024-10-31 03:05:15,samdul-load_balancer-1,0.52%,94.41%
2024-10-31 03:05:15,samdul-blog-1,0.25%,94.06%
2024-10-31 03:05:19,samdul-load_balancer-1,0.99%,94.22%
2024-10-31 03:05:19,samdul-blog-1,1.93%,99.92%
2024-10-31 03:05:23,samdul-load_balancer-1,1.17%,94.65%
2024-10-31 03:05:23,samdul-blog-1,1.01%,90.04%
2024-10-31 03:05:27,samdul-load_balancer-1,0.86%,95.10%
2024-10-31 03:05:27,samdul-blog-1,1.02%,79.45%
2024-10-31 03:05:31,samdul-load_balancer-1,0.39%,96.33%
2024-10-31 03:05:31,samdul-blog-1,0.57%,99.69%
2024-10-31 03:05:35,samdul-load_balancer-1,0.20%,96.76%
2024-10-31 03:05:35,samdul-blog-1,0.11%,82.85%
2024-10-31 03:05:39,samdul-load_balancer-1,0.77%,97.15%
2024-10-31 03:05:39,samdul-blog-1,1.67%,99.45%
2024-10-31 03:05:43,samdul-load_balancer-1,0.53%,91.62%
2024-10-31 03:05:43,samdul-blog-1,0.00%,100.00%
2024-10-31 03:05:47,samdul-load_balancer-1,1.02%,88.26%
2024-10-31 03:05:47,samdul-blog-1,1.03%,98.95%
2024-10-31 03:05:51,samdul-load_balancer-1,1.00%,88.32%
2024-10-31 03:05:51,samdul-blog-1,1.00%,91.09%
2024-10-31 03:05:55,samdul-load_balancer-1,0.25%,89.49%
2024-10-31 03:05:55,samdul-blog-1,0.43%,99.57%
2024-10-31 03:05:59,samdul-load_balancer-1,0.19%,89.67%
2024-10-31 03:05:59,samdul-blog-1,0.62%,99.96%
2024-10-31 03:06:03,samdul-load_balancer-1,0.61%,90.41%
2024-10-31 03:06:03,samdul-blog-1,1.34%,99.57%
2024-10-31 03:06:07,samdul-load_balancer-1,1.01%,90.31%
2024-10-31 03:06:07,samdul-blog-1,1.02%,99.18%
2024-10-31 03:06:11,samdul-load_balancer-1,0.91%,90.57%
2024-10-31 03:06:11,samdul-blog-1,1.03%,89.49%
2024-10-31 03:06:15,samdul-load_balancer-1,0.66%,91.07%
2024-10-31 03:06:15,samdul-blog-1,1.00%,88.24%
2024-10-31 03:06:19,samdul-load_balancer-1,0.12%,91.58%
2024-10-31 03:06:19,samdul-blog-1,0.00%,99.92%
2024-10-31 03:06:23,samdul-load_balancer-1,1.01%,91.60%
2024-10-31 03:06:23,samdul-blog-1,1.00%,96.60%
2024-10-31 03:06:27,samdul-load_balancer-1,0.69%,92.44%
2024-10-31 03:06:27,samdul-blog-1,0.22%,75.62%
2024-10-31 03:06:31,samdul-load_balancer-1,1.01%,91.41%
2024-10-31 03:06:31,samdul-blog-1,1.01%,91.60%
2024-10-31 03:06:35,samdul-load_balancer-1,0.89%,92.85%
2024-10-31 03:06:35,samdul-blog-1,2.16%,99.96%
2024-10-31 03:06:39,samdul-load_balancer-1,0.94%,92.13%
2024-10-31 03:06:39,samdul-blog-1,1.01%,97.58%
2024-10-31 03:06:43,samdul-load_balancer-1,0.83%,92.79%
2024-10-31 03:06:43,samdul-blog-1,1.02%,91.45%
2024-10-31 03:06:47,samdul-load_balancer-1,0.61%,93.26%
2024-10-31 03:06:47,samdul-blog-1,1.38%,99.45%
2024-10-31 03:06:52,samdul-load_balancer-1,0.16%,93.46%
2024-10-31 03:06:52,samdul-blog-1,0.78%,99.96%
2024-10-31 03:06:56,samdul-load_balancer-1,0.47%,93.52%
2024-10-31 03:06:56,samdul-blog-1,1.27%,100.00%
2024-10-31 03:07:00,samdul-load_balancer-1,0.66%,93.54%
2024-10-31 03:07:00,samdul-blog-1,2.25%,97.07%
2024-10-31 03:07:04,samdul-load_balancer-1,0.39%,93.87%
2024-10-31 03:07:04,samdul-blog-1,0.17%,97.46%
2024-10-31 03:07:08,samdul-load_balancer-1,1.00%,93.11%
2024-10-31 03:07:08,samdul-blog-1,1.01%,99.30%
2024-10-31 03:07:12,samdul-load_balancer-1,0.71%,93.28%
2024-10-31 03:07:12,samdul-blog-1,0.83%,73.24%
2024-10-31 03:07:16,samdul-load_balancer-1,0.98%,93.98%
2024-10-31 03:07:16,samdul-blog-1,1.94%,100.00%
2024-10-31 03:07:20,samdul-load_balancer-1,0.12%,94.22%
2024-10-31 03:07:20,samdul-blog-1,0.71%,100.00%
2024-10-31 03:07:24,samdul-load_balancer-1,0.27%,94.08%
2024-10-31 03:07:24,samdul-blog-1,1.01%,78.12%
2024-10-31 03:07:28,samdul-load_balancer-1,0.35%,94.39%
2024-10-31 03:07:28,samdul-blog-1,0.00%,100.00%
2024-10-31 03:07:32,samdul-load_balancer-1,0.87%,93.96%
2024-10-31 03:07:32,samdul-blog-1,1.01%,99.57%
2024-10-31 03:07:36,samdul-load_balancer-1,0.82%,93.69%
2024-10-31 03:07:36,samdul-blog-1,1.00%,85.20%
2024-10-31 03:07:40,samdul-load_balancer-1,1.05%,93.79%
2024-10-31 03:07:40,samdul-blog-1,2.14%,99.96%
2024-10-31 03:07:44,samdul-load_balancer-1,1.00%,94.14%
2024-10-31 03:07:44,samdul-blog-1,1.01%,92.77%
2024-10-31 03:07:48,samdul-load_balancer-1,0.29%,94.65%
2024-10-31 03:07:48,samdul-blog-1,1.12%,82.38%
2024-10-31 03:07:52,samdul-load_balancer-1,0.12%,95.08%
2024-10-31 03:07:52,samdul-blog-1,1.03%,84.49%
2024-10-31 03:07:56,samdul-load_balancer-1,0.15%,95.10%
2024-10-31 03:07:56,samdul-blog-1,1.08%,100.00%
2024-10-31 03:08:00,samdul-load_balancer-1,0.12%,95.06%
2024-10-31 03:08:00,samdul-blog-1,0.56%,100.00%
2024-10-31 03:08:04,samdul-load_balancer-1,0.18%,95.25%
2024-10-31 03:08:04,samdul-blog-1,1.93%,99.73%
2024-10-31 03:08:08,samdul-load_balancer-1,0.47%,94.67%
2024-10-31 03:08:08,samdul-blog-1,0.44%,78.79%
2024-10-31 03:08:12,samdul-load_balancer-1,1.03%,94.30%
2024-10-31 03:08:16,samdul-load_balancer-1,1.01%,99.92%
2024-10-31 03:08:20,samdul-load_balancer-1,1.02%,98.75%
2024-10-31 03:08:24,samdul-load_balancer-1,1.02%,98.77%
2024-10-31 03:08:28,samdul-load_balancer-1,1.01%,98.48%
2024-10-31 03:08:32,samdul-load_balancer-1,1.00%,99.36%
2024-10-31 03:08:36,samdul-load_balancer-1,1.00%,99.16%
2024-10-31 03:08:40,samdul-load_balancer-1,1.01%,99.80%
2024-10-31 03:08:44,samdul-load_balancer-1,0.99%,98.93%
2024-10-31 03:08:48,samdul-load_balancer-1,1.00%,95.84%
2024-10-31 03:08:52,--,--,--
